paper_a_id,paper_a_title,paper_a_venue,paper_a_year,paper_b_id,paper_b_title,paper_b_venue,paper_b_year,task_overlap,module_diversity,weakness_coverage,benchmark_overlap,open_source_bonus,narrative_bonus,redundancy_penalty,disconnect_penalty,total_score,rationale,hypothesis_stub
B02,Nemotron-4 340B Technical Report,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.77,shared task signal; different mechanism families; both papers appear open-source,"Use synthetic data generation from B02 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,0.2727,0.9474,0.0,0.0,1.0,1.0,0.0,0.0,50.5,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with aligned teacher prompting from A07 for frontier llm training, targeting teacher bias as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2308,0.9375,0.0625,0.0,1.0,1.0,0.0,0.0,50.46,shared task signal; different mechanism families; both papers appear open-source,"Use open MoE routing from A09 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.5,0.75,0.125,0.6667,0.0,1.0,0.0,0.0,50.42,shared task signal; different mechanism families; one strength may cover the other's weakness; evaluation overlap is available,"Use LLM-as-judge from B03 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.2143,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.36,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A10 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,0.2727,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,50.35,shared task signal; different mechanism families; both papers appear open-source,"Use dense transformer from A01 with aligned teacher prompting from A07 for frontier llm training, targeting teacher bias as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,0.2727,0.9412,0.0,0.0,1.0,1.0,0.0,0.0,50.35,shared task signal; different mechanism families; both papers appear open-source,"Use data curation from A03 with aligned teacher prompting from A07 for frontier llm training, targeting teacher bias as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,0.25,1.0,0.0,0.5,0.4,1.0,0.0,0.0,50.25,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use layer-wise scaling from A04 with data selection benchmark from A06 for frontier llm training, targeting expensive candidate scoring as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.3333,0.875,0.0,0.0,1.0,1.0,0.0,0.0,50.21,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A08 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.4,1.0,0.0588,0.0,0.4,1.0,0.0,0.0,50.18,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.2727,0.9333,0.0,0.0,1.0,1.0,0.0,0.0,50.15,shared task signal; different mechanism families; both papers appear open-source,"Use synthetic data generation from B02 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
C02,Titans: Learning to Memorize at Test Time,arXiv,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.3636,1.0,0.0,0.2,0.4,1.0,0.0,0.0,50.09,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use neural memory from C02 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.3636,0.9231,0.1111,0.1667,0.4,1.0,0.0,0.0,50.06,shared task signal; different mechanism families; one strength may cover the other's weakness; evaluation overlap is available; partial code availability,"Use SFT from B01 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,0.9444,0.0,0.0,1.0,1.0,0.0,0.0,49.86,shared task signal; different mechanism families; both papers appear open-source,"Use open data pipeline from A02 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.3333,1.0,0.0,0.2,0.4,1.0,0.0,0.0,49.33,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use memory selection policy from C03 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,0.4,0.9474,0.0667,0.0,0.4,1.0,0.0,0.0,49.02,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with aligned teacher prompting from A07 for frontier llm training, targeting teacher bias as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0667,0.1,0.4,1.0,0.0,0.0,48.83,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use web filtering from A05 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.25,1.0,0.0625,0.2222,0.4,1.0,0.0,0.0,48.72,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use MoE routing from A10 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.2727,1.0,0.1333,0.0,0.4,1.0,0.0,0.0,48.48,shared task signal; different mechanism families; one strength may cover the other's weakness; partial code availability,"Use MoE routing from A08 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,B02,Nemotron-4 340B Technical Report,arXiv,2024,0.25,0.7273,0.1176,0.1429,1.0,1.0,0.0,0.0,48.21,shared task signal; different mechanism families; one strength may cover the other's weakness; evaluation overlap is available; both papers appear open-source,"Use SFT from B01 with synthetic data generation from B02 for frontier llm training, targeting heavy teacher stack as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.5,0.8571,0.0,0.4286,0.0,1.0,0.0,0.0,48.21,shared task signal; different mechanism families; evaluation overlap is available,"Use process rewards from B05 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,0.25,1.0,0.0,0.2857,0.4,1.0,0.0,0.0,48.11,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use data selection benchmark from A06 with open MoE routing from A09 for frontier llm training, targeting smaller than proprietary frontier as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,0.2727,0.8889,0.0,0.5,0.4,1.0,0.0,0.0,48.04,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use open data pipeline from A02 with data selection benchmark from A06 for frontier llm training, targeting expensive candidate scoring as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.1429,0.4,1.0,0.0,0.0,47.93,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use data selection benchmark from A06 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,47.83,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,47.83,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.25,1.0,0.125,0.0,0.4,1.0,0.0,0.0,47.75,shared task signal; different mechanism families; one strength may cover the other's weakness; partial code availability,"Use web filtering from A05 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.3333,0.9333,0.0,0.2,0.4,1.0,0.0,0.0,47.67,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use RoPE rescaling from C01 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.2308,1.0,0.0556,0.1667,0.4,1.0,0.0,0.0,47.55,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use MoE routing from A08 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.3,1.0,0.0526,0.0,0.4,1.0,0.0,0.0,47.55,shared task signal; different mechanism families; partial code availability,"Use RLVR from B06 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3333,1.0,0.0,0.0,0.4,1.0,0.0,0.0,47.33,shared task signal; different mechanism families; partial code availability,"Use process rewards from B05 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3333,1.0,0.0,0.0,0.4,1.0,0.0,0.0,47.33,shared task signal; different mechanism families; partial code availability,"Use self-play task generation from B07 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,0.2727,0.9412,0.0,0.2857,0.4,1.0,0.0,0.0,47.2,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use data curation from A03 with data selection benchmark from A06 for frontier llm training, targeting expensive candidate scoring as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.3333,0.8333,0.0,0.4,0.4,1.0,0.0,0.0,47.17,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use synthetic data generation from B02 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.2727,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,47.15,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,0.2727,1.0,0.0,0.125,0.4,1.0,0.0,0.0,47.07,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use dense transformer from A01 with data selection benchmark from A06 for frontier llm training, targeting expensive candidate scoring as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.2727,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,47.07,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2727,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,47.07,shared task signal; different mechanism families; partial code availability,"Use RLVR from B06 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2727,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,47.07,shared task signal; different mechanism families; partial code availability,"Use self-play task generation from B07 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.2727,1.0,0.0588,0.0,0.4,1.0,0.0,0.0,46.99,shared task signal; different mechanism families; partial code availability,"Use web filtering from A05 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0556,0.0,0.4,1.0,0.0,0.0,46.93,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0556,0.0,0.4,1.0,0.0,0.0,46.93,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0556,0.0,0.4,1.0,0.0,0.0,46.93,shared task signal; different mechanism families; partial code availability,"Use aligned teacher prompting from A07 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0526,0.0,0.4,1.0,0.0,0.0,46.87,shared task signal; different mechanism families; partial code availability,"Use SFT from B01 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.25,0.9286,0.0667,0.2,0.4,1.0,0.0,0.0,46.8,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use synthetic data generation from B02 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,46.58,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,46.58,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,46.58,shared task signal; different mechanism families; partial code availability,"Use aligned teacher prompting from A07 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use web filtering from A05 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B06,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with RLVR from B06 for frontier llm training, targeting verbose traces as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use aligned teacher prompting from A07 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use SFT from B01 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use process rewards from B05 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use self-play task generation from B07 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
C02,Titans: Learning to Memorize at Test Time,arXiv,2025,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.3,1.0,0.0,0.0,0.4,1.0,0.0,0.0,46.5,shared task signal; different mechanism families; partial code availability,"Use neural memory from C02 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.25,1.0,0.0556,0.0,0.4,1.0,0.0,0.0,46.36,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.25,1.0,0.0556,0.0,0.4,1.0,0.0,0.0,46.36,shared task signal; different mechanism families; partial code availability,"Use synthetic data generation from B02 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A07,Magpie: Alignment Data Synthesis from Scratch by Prompting Aligned LLMs with Nothing,ICLR 2025,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,0.9412,0.0625,0.0,0.4,1.0,0.0,0.0,46.28,shared task signal; different mechanism families; partial code availability,"Use aligned teacher prompting from A07 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2308,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,46.1,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2308,1.0,0.0667,0.0,0.4,1.0,0.0,0.0,46.1,shared task signal; different mechanism families; partial code availability,"Use synthetic data generation from B02 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2308,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,46.02,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,A10,DeepSeek-V3 Technical Report,arXiv,2024,0.2308,1.0,0.0625,0.0,0.4,1.0,0.0,0.0,46.02,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with MoE routing from A10 for frontier llm training, targeting huge systems complexity as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,B03,Self-Rewarding Language Models,arXiv,2024,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use web filtering from A05 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
